0.000000000000000000e+00,7.233333333333333393e+00,9.433333333333333570e+00,2.843333333333333357e+01,3.326666666666666572e+01,2.406666666666666643e+01,2.900000000000000000e+01,2.600000000000000000e+01,2.943333333333333357e+01,1.950000000000000000e+01,1.469999999999999929e+01,1.323333333333333250e+01,1.869999999999999929e+01,2.013333333333333286e+01,7.933333333333333570e+00,8.533333333333333215e+00,2.593333333333333357e+01
3.166666666666666519e+00,0.000000000000000000e+00,4.400000000000000355e+00,2.439999999999999858e+01,2.923333333333333428e+01,2.003333333333333499e+01,2.523333333333333428e+01,2.826666666666666572e+01,3.166666666666666785e+01,2.176666666666666572e+01,1.696666666666666501e+01,1.550000000000000000e+01,2.096666666666666501e+01,2.030000000000000071e+01,1.019999999999999929e+01,1.080000000000000071e+01,2.819999999999999929e+01
8.099999999999999645e+00,5.200000000000000178e+00,0.000000000000000000e+00,2.063333333333333286e+01,2.546666666666666501e+01,1.626666666666666572e+01,2.146666666666666501e+01,2.789999999999999858e+01,2.933333333333333215e+01,2.360000000000000142e+01,1.880000000000000071e+01,1.733333333333333215e+01,1.950000000000000000e+01,1.590000000000000036e+01,1.090000000000000036e+01,1.263333333333333286e+01,2.769999999999999929e+01
2.780000000000000071e+01,2.533333333333333215e+01,2.080000000000000071e+01,0.000000000000000000e+00,1.223333333333333250e+01,6.766666666666666607e+00,9.733333333333332504e+00,1.616666666666666785e+01,1.760000000000000142e+01,2.719999999999999929e+01,2.156666666666666643e+01,2.169999999999999929e+01,2.856666666666666643e+01,3.000000000000000000e+01,3.000000000000000000e+01,2.976666666666666572e+01,3.579999999999999716e+01
2.603333333333333499e+01,2.356666666666666643e+01,1.903333333333333499e+01,5.500000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,1.303333333333333321e+01,2.083333333333333215e+01,2.226666666666666572e+01,3.186666666666666714e+01,2.623333333333333428e+01,2.636666666666666714e+01,3.323333333333333428e+01,3.323333333333333428e+01,2.823333333333333428e+01,3.010000000000000142e+01,4.046666666666666856e+01
2.103333333333333499e+01,1.856666666666666643e+01,1.403333333333333321e+01,1.076666666666666750e+01,1.559999999999999964e+01,0.000000000000000000e+00,1.163333333333333286e+01,1.803333333333333499e+01,1.946666666666666501e+01,2.906666666666666643e+01,2.343333333333333357e+01,2.356666666666666643e+01,3.043333333333333357e+01,2.823333333333333428e+01,2.323333333333333428e+01,2.510000000000000142e+01,3.766666666666666430e+01
2.886666666666666714e+01,2.706666666666666643e+01,2.250000000000000000e+01,8.800000000000000711e+00,9.066666666666666430e+00,1.153333333333333321e+01,0.000000000000000000e+00,1.253333333333333321e+01,1.396666666666666679e+01,2.353333333333333499e+01,1.789999999999999858e+01,1.803333333333333499e+01,2.489999999999999858e+01,2.633333333333333215e+01,2.680000000000000071e+01,2.610000000000000142e+01,2.883333333333333215e+01
3.023333333333333428e+01,3.229999999999999716e+01,2.986666666666666714e+01,1.613333333333333286e+01,1.639999999999999858e+01,1.886666666666666714e+01,8.533333333333333215e+00,0.000000000000000000e+00,5.000000000000000000e+00,2.489999999999999858e+01,1.930000000000000071e+01,1.943333333333333357e+01,2.630000000000000071e+01,2.773333333333333428e+01,2.819999999999999929e+01,2.750000000000000000e+01,3.353333333333333144e+01
3.239999999999999858e+01,2.939999999999999858e+01,2.483333333333333215e+01,1.113333333333333286e+01,1.140000000000000036e+01,1.386666666666666714e+01,3.533333333333333215e+00,1.606666666666666643e+01,0.000000000000000000e+00,2.706666666666666643e+01,2.143333333333333357e+01,2.156666666666666643e+01,2.843333333333333357e+01,2.986666666666666714e+01,3.033333333333333215e+01,2.963333333333333286e+01,3.116666666666666785e+01
1.106666666666666643e+01,1.313333333333333286e+01,1.433333333333333393e+01,2.463333333333333286e+01,2.793333333333333357e+01,2.846666666666666501e+01,2.223333333333333428e+01,1.923333333333333428e+01,2.263333333333333286e+01,0.000000000000000000e+00,4.266666666666666607e+00,8.400000000000000355e+00,1.816666666666666785e+01,1.963333333333333286e+01,8.866666666666667140e+00,9.500000000000000000e+00,2.539999999999999858e+01
